sce00020,sce:YCR005C,0.126282121306
sce00020,sce:YNR001C,0.732643560422
sce00020,sce:YPR001W,0.451466310516
sce00020,sce:YJL200C,0.63541088878
sce00020,sce:YLR304C,0.29984681721
sce00020,sce:YDL066W,0.686157749236
sce00020,sce:YLR174W,0.184382431261
sce00020,sce:YNL009W,0.503979008833
sce00020,sce:YNL037C,0.313627903323
sce00020,sce:YOR136W,0.738991695825
sce00020,sce:YIL125W,0.995497433424
sce00020,sce:YDR148C,0.976824618511
sce00020,sce:YFL018C,0.221671234839
sce00020,sce:YPL017C,0.496774542881
sce00020,sce:YOR142W,0.753411521095
sce00020,sce:YGR244C,0.871886510744
sce00020,sce:YJL045W,0.63206417879
sce00020,sce:YKL148C,0.635856811757
sce00020,sce:YLL041C,0.866004577703
sce00020,sce:YKL141W,0.559150167364
sce00020,sce:YMR118C,0.165359091514
sce00020,sce:YDR178W,0.5630501412
sce00020,sce:YLR164W,0.110842747088
sce00020,sce:YPL262W,0.47728178047
sce00020,sce:YDL078C,0.339389017326
sce00020,sce:YKL085W,0.643389560396
sce00020,sce:YOL126C,0.810766941838
sce00020,sce:YBR218C,0.128383581285
sce00020,sce:YGL062W,0.305526154636
sce00020,sce:YKR097W,0.96793319272
sce00020,sce:YER178W,0.354643109199
sce00020,sce:YBR221C,0.899168181625
sce00020,sce:YNL071W,0.790556669728
